transaction_id,customer_id,product_id,product_name,category,quantity_sold,unit_price,transaction_date,store_id,store,store_location,category,reorder_point,reorder_quantity,supplier_id,customer_loyalty_level,promotion_applied
100000031,6514,505259,Smartphone,Electronics,1,672.67,7/31/2024 10:27,106,chicagoil.com,Online,web-27,131,260,web-399,Platinum,FALSE
100000032,2674,505241,Headphones,Electronics,2,947.46,6/13/2024 23:45,113,chicagoil.com,Online,web-340,90,118,web-135,Gold,TRUE
100000033,2519,505371,Tablet,Appliances,3,1166.71,5/2/2024 07:21,119,newyorkny.com,Online,web-92,120,259,web-127,Silver,FALSE
100000034,7224,505475,Laptop,Electronics,3,1483.91,5/8/2024 09:01,115,losangelesca.com,Online,web-346,61,275,web-436,Gold,TRUE
100000035,2584,505696,Smartphone,Electronics,3,1529.02,2/14/2024 7:00,109,newyorkny.com,Online,web-8,141,141,web-498,Bronze,FALSE
100000036,6881,505355,Fridge,Electronics,1,1868.19,8/28/2024 12:57,109,newyorkny.com,Online,web-322,125,211,web-470,Bronze,FALSE
100000037,6635,505338,Tablet,Electronics,5,1292.59,4/21/2024 7:24,106,newyorkny.com,Online,web-309,150,236,web-131,Bronze,TRUE
100000038,5333,505362,Camera,Appliances,1,1086.46,3/30/2024 22:38,102,newyorkny.com,Online,web-470,120,252,web-324,Platinum,FALSE
100000039,1711,505930,TV,Appliances,5,897.72,1/28/2024 23:03,108,newyorkny.com,Online,web-101,108,113,web-186,Gold,TRUE
100000040,8527,505407,Headphones,Appliances,3,1500.01,2/25/2024 2:52,113,dallastx.com,Online,web-44,135,105,web-457,Gold,FALSE
100000041,9785,505194,Washing Machine,Electronics,5,635.67,6/1/2024 22:32,102,miamifl.com,Online,web-113,54,259,web-198,Bronze,FALSE
100000042,3045,505684,TV,Appliances,3,1451.08,2/13/2024 13:55,116,newyorkny.com,Online,web-241,114,228,web-452,Gold,FALSE
100000043,7201,505509,Camera,Electronics,5,1182.44,4/11/2024 02:53,118,losangelesca.com,Online,web-466,135,209,web-136,Silver,FALSE
100000044,2291,505682,Camera,Electronics,1,887.89,6/27/2024 11:57,111,losangelesca.com,Online,web-283,114,273,web-474,Gold,FALSE
100000045,5803,505322,Smartphone,Electronics,3,807.27,3/6/2024 22:28,110,miamifl.com,Online,web-276,88,112,web-250,Platinum,TRUE
100000046,6925,505851,Fridge,Appliances,2,289.96,4/26/2024 20:53,118,newyorkny.com,Online,web-24,50,263,web-391,Bronze,FALSE
100000047,4150,505179,Tablet,Electronics,4,508.35,8/6/2024 05:40,107,losangelesca.com,Online,web-374,113,208,web-188,Gold,TRUE
100000048,2139,505840,Tablet,Electronics,5,1768.16,9/6/2024 23:19,107,losangelesca.com,Online,web-81,92,233,web-115,Bronze,FALSE
100000049,1750,505432,Smartphone,Electronics,2,1441.29,6/21/2024 16:04,101,dallastx.com,Online,web-350,141,118,web-245,Silver,TRUE
100000050,4733,505911,Smartphone,Appliances,3,1015.05,7/23/2024 5:50,119,dallastx.com,Online,web-465,90,174,web-391,Platinum,TRUE
100000051,5741,505594,TV,Appliances,3,1273.04,1/21/2024 5:04,112,chicagoil.com,Online,web-34,147,178,web-407,Platinum,FALSE
100000052,2307,505277,TV,Electronics,5,1141.15,7/21/2024 23:28,117,losangelesca.com,Online,web-16,75,120,web-206,Bronze,TRUE
100000053,4814,505599,Fridge,Appliances,4,822.18,5/25/2024 12:08,116,chicagoil.com,Online,web-297,138,209,web-108,Bronze,FALSE
100000054,2654,505945,Camera,Appliances,4,1911.95,4/3/2024 17:35,105,miamifl.com,Online,web-123,120,263,web-465,Gold,TRUE
100000055,7227,505806,Camera,Electronics,3,779.8,3/17/2024 15:38,108,dallastx.com,Online,web-476,50,209,web-312,Silver,FALSE
100000056,5554,505819,Fridge,Electronics,4,963.98,5/21/2024 8:02,118,newyorkny.com,Online,web-212,96,284,web-248,Silver,TRUE
100000057,8428,505690,TV,Appliances,2,1555.39,5/20/2024 22:46,107,losangelesca.com,Online,web-248,75,199,web-128,Platinum,FALSE
100000058,6977,505939,Laptop,Appliances,1,1942.61,5/22/2024 1:12,113,miamifl.com,Online,web-371,144,124,web-235,Silver,TRUE
100000059,3664,505197,TV,Electronics,2,1987.95,7/13/2024 12:07,118,miamifl.com,Online,web-499,100,126,web-143,Silver,FALSE
100000060,7065,505709,Headphones,Appliances,1,1403.43,7/8/2024 13:47,101,newyorkny.com,Online,web-370,93,222,web-166,Silver,TRUE
100000061,6820,505757,Smartphone,Electronics,4,1702.75,2/23/2024 7:27,114,newyorkny.com,Online,web-477,129,294,web-137,Bronze,FALSE
100000062,4432,505407,Camera,Electronics,3,1612.51,5/23/2024 12:54,102,newyorkny.com,Online,web-211,130,219,web-130,Silver,TRUE
100000063,5374,505138,TV,Electronics,2,222.97,7/18/2024 23:38,103,miamifl.com,Online,web-255,111,275,web-334,Silver,TRUE
100000064,2169,505848,Laptop,Electronics,2,567.45,8/9/2024 23:16,109,chicagoil.com,Online,web-481,68,138,web-120,Bronze,FALSE
100000065,3803,505927,Headphones,Appliances,3,1718.3,3/29/2024 14:26,111,newyorkny.com,Online,web-234,105,255,web-443,Bronze,TRUE
100000066,9751,505690,Smartphone,Appliances,5,1621.14,5/13/2024 18:13,115,chicagoil.com,Online,web-400,116,171,web-240,Platinum,FALSE
100000067,5010,505490,Washing Machine,Electronics,1,245.51,4/1/2024 02:35,120,losangelesca.com,Online,web-237,77,141,web-450,Gold,FALSE
100000068,3677,505180,TV,Appliances,3,411.94,6/22/2024 22:55,105,chicagoil.com,Online,web-232,129,100,web-205,Bronze,TRUE
100000069,8573,505898,Tablet,Electronics,2,99.79,6/12/2024 02:03,108,miamifl.com,Online,web-122,97,204,web-138,Bronze,FALSE
100000070,7216,505157,Washing Machine,Electronics,4,751.77,3/18/2024 5:57,105,newyorkny.com,Online,web-436,54,220,web-114,Platinum,FALSE
100000071,5422,505889,Tablet,Appliances,1,1003.29,3/23/2024 21:42,113,losangelesca.com,Online,web-213,148,112,web-278,Gold,TRUE
100000072,4598,505442,Smartphone,Electronics,3,473.18,3/18/2024 4:25,116,miamifl.com,Online,web-175,108,242,web-289,Silver,FALSE
100000073,6313,505456,Fridge,Electronics,1,1708.1,5/12/2024 22:09,103,miamifl.com,Online,web-391,144,107,web-104,Silver,TRUE
100000074,1916,505936,Camera,Appliances,3,330.13,9/13/2024 7:47,109,newyorkny.com,Online,web-488,139,187,web-211,Platinum,TRUE
100000075,4752,505544,Washing Machine,Electronics,5,1427.61,1/8/2024 06:33,118,losangelesca.com,Online,web-233,53,289,web-145,Silver,TRUE
100000076,1525,505526,Washing Machine,Electronics,5,1412.28,1/17/2024 16:44,111,chicagoil.com,Online,web-193,94,232,web-286,Gold,TRUE
100000077,6168,505988,Smartphone,Electronics,2,464.77,3/11/2024 05:28,117,dallastx.com,Online,web-159,60,290,web-472,Silver,TRUE
100000078,7572,505223,Camera,Appliances,2,1381.09,6/4/2024 11:51,104,miamifl.com,Online,web-182,74,188,web-367,Silver,TRUE
100000079,5386,505990,Camera,Electronics,2,460.15,5/20/2024 19:29,120,newyorkny.com,Online,web-178,55,241,web-362,Silver,TRUE
100000080,2084,505888,Washing Machine,Electronics,4,1996.67,6/20/2024 2:36,115,chicagoil.com,Online,web-152,102,139,web-333,Platinum,FALSE
100000081,4456,505332,Washing Machine,Appliances,1,839.5,5/4/2024 15:09,101,chicagoil.com,Online,web-169,127,171,web-381,Platinum,TRUE
100000082,6155,505865,Washing Machine,Appliances,3,555.2,1/29/2024 1:58,104,miamifl.com,Online,web-316,103,273,web-262,Bronze,TRUE
100000083,4483,505768,Headphones,Electronics,3,412.78,1/29/2024 14:44,112,miamifl.com,Online,web-453,107,102,web-119,Silver,FALSE
100000084,9179,505969,Fridge,Electronics,3,1143.31,9/5/2024 09:25,102,chicagoil.com,Online,web-29,73,165,web-298,Gold,TRUE
100000085,7482,505716,Laptop,Electronics,2,310.07,6/24/2024 17:20,104,chicagoil.com,Online,web-106,58,259,web-312,Platinum,TRUE
100000086,8517,505111,TV,Electronics,1,518.14,1/18/2024 4:28,119,dallastx.com,Online,web-128,149,265,web-107,Platinum,FALSE
100000087,3340,505749,TV,Electronics,4,369.54,4/8/2024 12:55,114,chicagoil.com,Online,web-460,66,222,web-494,Silver,FALSE
100000088,5339,505896,TV,Appliances,5,819.83,3/7/2024 19:44,116,chicagoil.com,Online,web-492,118,224,web-320,Gold,TRUE
100000089,3287,505747,Washing Machine,Electronics,4,1617.59,5/31/2024 21:18,120,dallastx.com,Online,web-258,63,282,web-327,Gold,TRUE
100000090,5040,505491,TV,Electronics,2,1930.09,9/16/2024 10:49,116,newyorkny.com,Online,web-56,90,275,web-283,Silver,FALSE
100000091,9830,505155,Fridge,Appliances,4,783.32,7/7/2024 08:08,105,miamifl.com,Online,web-314,99,250,web-431,Gold,FALSE
100000092,5304,505412,TV,Electronics,2,1725.96,1/18/2024 18:20,101,chicagoil.com,Online,web-169,120,279,web-159,Platinum,TRUE
100000093,8019,505636,Headphones,Electronics,1,1322.84,4/23/2024 2:13,120,newyorkny.com,Online,web-412,81,182,web-236,Silver,TRUE
100000094,7543,505142,Fridge,Electronics,1,553.66,3/17/2024 21:53,105,newyorkny.com,Online,web-440,120,279,web-159,Silver,TRUE
100000095,6930,505426,Fridge,Electronics,1,906.63,3/18/2024 21:14,112,dallastx.com,Online,web-356,107,223,web-235,Silver,FALSE
100000096,4593,505652,Smartphone,Electronics,5,1840.97,2/26/2024 9:16,103,dallastx.com,Online,web-128,150,145,web-367,Platinum,FALSE
100000097,3266,505678,Camera,Appliances,1,1262.8,9/5/2024 02:59,119,chicagoil.com,Online,web-103,53,172,web-216,Gold,TRUE
100000098,9348,505253,Headphones,Appliances,4,1432.76,2/23/2024 18:26,105,dallastx.com,Online,web-183,73,101,web-276,Platinum,FALSE
100000099,9085,505434,Tablet,Appliances,5,486.48,3/19/2024 14:38,102,chicagoil.com,Online,web-395,111,108,web-136,Silver,FALSE
100000100,2489,505614,Smartphone,Appliances,3,1093.09,8/7/2024 02:50,104,losangelesca.com,Online,web-378,116,159,web-270,Silver,FALSE
100000101,1771,505814,Tablet,Appliances,2,709.39,1/3/2024 17:27,118,dallastx.com,Online,web-369,92,115,web-306,Silver,TRUE
100000102,2796,505326,Headphones,Electronics,2,324.35,2/12/2024 10:44,105,dallastx.com,Online,web-56,78,150,web-110,Silver,TRUE
100000103,3504,505256,Washing Machine,Appliances,1,316.49,8/24/2024 15:02,118,newyorkny.com,Online,web-55,107,121,web-390,Gold,FALSE
100000104,3621,505151,Camera,Appliances,1,1387.72,2/26/2024 23:09,112,losangelesca.com,Online,web-461,122,193,web-279,Silver,FALSE
100000105,7916,505789,TV,Appliances,3,92.3,9/7/2024 10:41,105,miamifl.com,Online,web-25,121,116,web-161,Silver,TRUE
100000106,2040,505849,Laptop,Appliances,5,233.15,3/24/2024 13:44,108,chicagoil.com,Online,web-71,148,291,web-236,Platinum,FALSE
100000107,7304,505502,Washing Machine,Appliances,4,1393.04,2/25/2024 16:31,108,miamifl.com,Online,web-195,69,233,web-468,Bronze,TRUE
100000108,7252,505556,Camera,Electronics,1,50.26,4/5/2024 15:10,105,miamifl.com,Online,web-319,64,205,web-167,Silver,FALSE
100000109,8668,505870,Fridge,Appliances,5,875.4,2/1/2024 09:42,119,chicagoil.com,Online,web-104,86,123,web-334,Silver,FALSE
100000110,9669,505709,Washing Machine,Appliances,3,418.35,5/13/2024 2:08,115,dallastx.com,Online,web-293,142,214,web-342,Silver,TRUE
100000111,5119,505689,Washing Machine,Electronics,3,1534.23,5/14/2024 0:38,101,losangelesca.com,Online,web-161,123,188,web-126,Silver,TRUE
100000112,1188,505616,Fridge,Electronics,2,391.62,7/8/2024 16:45,109,losangelesca.com,Online,web-190,71,250,web-450,Platinum,FALSE
100000113,2876,505192,Fridge,Appliances,2,593.86,7/17/2024 4:47,119,miamifl.com,Online,web-105,89,242,web-179,Gold,TRUE
100000114,9797,505327,Camera,Electronics,3,319.69,5/28/2024 22:36,107,chicagoil.com,Online,web-120,60,255,web-133,Platinum,FALSE
100000115,5371,505542,Washing Machine,Appliances,3,1924.98,1/1/2024 22:11,116,newyorkny.com,Online,web-421,78,211,web-275,Bronze,TRUE
100000116,6573,505396,Camera,Appliances,2,1014.56,2/23/2024 17:35,119,losangelesca.com,Online,web-25,110,145,web-498,Platinum,FALSE
100000117,2827,505905,Headphones,Electronics,4,187.67,1/2/2024 01:25,111,losangelesca.com,Online,web-275,63,297,web-217,Gold,TRUE
100000118,5808,505503,Fridge,Appliances,5,1202.43,4/1/2024 10:59,117,chicagoil.com,Online,web-316,111,138,web-376,Silver,TRUE
100000119,8123,505251,Laptop,Electronics,4,341.23,2/29/2024 19:33,106,miamifl.com,Online,web-374,80,275,web-298,Gold,TRUE
100000120,3591,505235,Smartphone,Appliances,3,1235.81,7/6/2024 00:16,119,dallastx.com,Online,web-384,50,179,web-158,Gold,TRUE
100000121,8433,505444,Washing Machine,Appliances,3,1609.41,7/16/2024 17:23,104,dallastx.com,Online,web-69,104,256,web-153,Bronze,FALSE
100000122,1053,505184,TV,Electronics,4,992.38,2/11/2024 19:48,111,chicagoil.com,Online,web-98,138,177,web-271,Platinum,TRUE
100000123,5315,505587,Headphones,Electronics,1,1648.76,6/20/2024 9:10,118,chicagoil.com,Online,web-353,74,262,web-162,Silver,FALSE
100000124,9201,505685,Tablet,Appliances,1,1730.93,1/6/2024 04:49,112,newyorkny.com,Online,web-127,122,219,web-160,Bronze,FALSE
100000125,3927,505863,Camera,Appliances,4,690.1,3/9/2024 12:24,111,newyorkny.com,Online,web-96,54,207,web-140,Bronze,TRUE
100000126,9317,505150,Tablet,Electronics,2,574.02,3/23/2024 20:31,104,newyorkny.com,Online,web-334,117,167,web-463,Bronze,FALSE
100000127,2743,505661,Headphones,Appliances,2,717.09,8/12/2024 10:41,103,losangelesca.com,Online,web-484,97,265,web-322,Silver,TRUE
100000128,5889,505508,Tablet,Electronics,1,1798.56,8/22/2024 21:06,114,losangelesca.com,Online,web-449,117,125,web-189,Gold,TRUE
100000129,9317,505368,Headphones,Appliances,5,162.28,4/24/2024 8:23,107,miamifl.com,Online,web-42,77,256,web-471,Silver,TRUE
100000130,4258,505187,TV,Electronics,4,1855.66,6/14/2024 22:58,120,newyorkny.com,Online,web-105,54,169,web-341,Gold,TRUE
100000131,3504,505508,Tablet,Appliances,3,681.03,2/12/2024 08:18,115,chicagoil.com,Online,web-186,102,250,web-149,Bronze,TRUE
100000132,7126,505613,Tablet,Appliances,2,1158.37,4/15/2024 8:08,103,chicagoil.com,Online,web-347,121,188,web-231,Silver,FALSE
100000133,3646,505544,Tablet,Appliances,2,1238.24,3/21/2024 3:39,110,dallastx.com,Online,web-381,83,229,web-206,Platinum,FALSE
100000134,9837,505892,Camera,Appliances,4,185.41,6/11/2024 10:50,120,dallastx.com,Online,web-35,137,154,web-484,Silver,FALSE
100000135,9689,505814,Laptop,Appliances,4,1124.67,9/15/2024 1:10,106,chicagoil.com,Online,web-159,114,146,web-289,Gold,FALSE
100000136,1009,505233,TV,Appliances,4,481.22,2/5/2024 19:28,101,newyorkny.com,Online,web-498,76,192,web-415,Platinum,TRUE
100000137,6310,505880,Camera,Appliances,2,107.44,8/14/2024 8:29,115,miamifl.com,Online,web-335,104,119,web-198,Gold,FALSE
100000138,9005,505238,TV,Appliances,5,1447.41,3/16/2024 13:26,111,chicagoil.com,Online,web-266,149,253,web-234,Silver,FALSE
100000139,1319,505592,Camera,Appliances,4,817.03,6/4/2024 09:38,115,miamifl.com,Online,web-161,147,246,web-157,Silver,FALSE
100000140,2832,505672,Headphones,Appliances,4,604.47,2/20/2024 5:21,110,losangelesca.com,Online,web-172,116,109,web-118,Silver,FALSE
100000141,6947,505302,Headphones,Appliances,3,529.42,7/18/2024 12:03,104,chicagoil.com,Online,web-382,65,121,web-301,Silver,TRUE
100000142,6038,505599,Headphones,Appliances,4,1363.2,4/30/2024 18:10,110,miamifl.com,Online,web-402,104,102,web-153,Bronze,FALSE
100000143,4923,505504,TV,Electronics,2,409.39,3/20/2024 17:35,106,miamifl.com,Online,web-14,106,134,web-431,Silver,FALSE
100000144,1949,505767,Smartphone,Electronics,2,1528.82,8/31/2024 5:11,110,miamifl.com,Online,web-237,70,203,web-315,Platinum,TRUE
100000145,4946,505685,Headphones,Electronics,4,1986.15,1/10/2024 02:58,118,miamifl.com,Online,web-11,75,159,web-266,Gold,TRUE
100000146,2290,505300,Laptop,Electronics,1,1463.18,1/9/2024 16:59,115,chicagoil.com,Online,web-73,118,154,web-105,Bronze,TRUE
100000147,2403,505674,Headphones,Electronics,1,343.57,7/3/2024 14:56,108,newyorkny.com,Online,web-192,100,167,web-423,Bronze,TRUE
100000148,8962,505730,Headphones,Electronics,3,300.15,7/24/2024 9:24,119,newyorkny.com,Online,web-128,104,259,web-230,Silver,TRUE
100000149,2133,505853,Camera,Appliances,1,926.33,7/22/2024 18:07,114,miamifl.com,Online,web-8,93,134,web-457,Silver,TRUE
100000150,9727,505636,Fridge,Appliances,1,960.38,4/21/2024 13:05,106,losangelesca.com,Online,web-221,135,137,web-355,Platinum,TRUE
100000151,3060,505352,Fridge,Appliances,3,447.32,1/20/2024 6:27,113,miamifl.com,Online,web-70,102,213,web-195,Platinum,FALSE
100000152,3103,505348,Laptop,Appliances,2,197.09,3/27/2024 5:41,105,chicagoil.com,Online,web-409,55,292,web-262,Platinum,FALSE
100000153,8787,505173,Washing Machine,Appliances,4,1779.07,2/28/2024 13:29,112,dallastx.com,Online,web-407,101,224,web-278,Gold,TRUE
100000154,3705,505372,Smartphone,Electronics,5,1037.15,3/13/2024 2:08,120,losangelesca.com,Online,web-216,110,278,web-210,Bronze,TRUE
100000155,5342,505895,Fridge,Appliances,1,1922.18,6/15/2024 18:09,103,miamifl.com,Online,web-7,111,294,web-162,Gold,TRUE
100000156,9645,505540,TV,Electronics,1,1912.14,4/9/2024 14:07,117,chicagoil.com,Online,web-197,97,221,web-457,Gold,TRUE
100000157,7932,505431,TV,Appliances,3,833.53,5/9/2024 10:14,118,chicagoil.com,Online,web-225,94,114,web-118,Gold,FALSE
100000158,4470,505801,TV,Electronics,3,632.54,1/31/2024 18:25,108,miamifl.com,Online,web-144,122,236,web-354,Gold,TRUE
100000159,9835,505689,Washing Machine,Appliances,5,982.38,8/20/2024 2:32,103,losangelesca.com,Online,web-367,95,183,web-202,Gold,FALSE
100000160,4295,505191,TV,Appliances,1,1854.75,9/7/2024 00:27,106,dallastx.com,Online,web-54,107,247,web-355,Gold,TRUE
100000161,6107,505215,Washing Machine,Appliances,1,913.75,7/31/2024 18:22,110,dallastx.com,Online,web-163,150,178,web-138,Gold,TRUE
100000162,7537,505787,Washing Machine,Electronics,1,454.3,7/25/2024 17:42,119,chicagoil.com,Online,web-323,81,273,web-195,Gold,FALSE
100000163,7118,505523,Camera,Electronics,2,754.94,1/18/2024 16:41,116,losangelesca.com,Online,web-63,144,142,web-174,Silver,FALSE
100000164,8177,505533,Tablet,Electronics,4,514.18,5/26/2024 14:34,115,losangelesca.com,Online,web-382,146,208,web-103,Platinum,FALSE
100000165,9479,505474,Camera,Appliances,2,1605.26,6/27/2024 14:02,108,chicagoil.com,Online,web-422,91,229,web-324,Silver,TRUE
100000166,8397,505456,TV,Electronics,2,703.36,1/5/2024 18:03,114,newyorkny.com,Online,web-152,87,144,web-174,Platinum,TRUE
100000167,2982,505295,Fridge,Appliances,1,660.72,1/21/2024 18:02,115,dallastx.com,Online,web-156,62,160,web-264,Silver,TRUE
100000168,5061,505428,Fridge,Appliances,3,1266.61,6/12/2024 20:13,116,chicagoil.com,Online,web-417,50,257,web-475,Platinum,TRUE
100000169,4681,505452,TV,Electronics,2,1602.49,5/4/2024 14:32,106,dallastx.com,Online,web-259,90,268,web-116,Silver,TRUE
100000170,2049,505708,Washing Machine,Appliances,3,313.78,8/16/2024 19:29,109,dallastx.com,Online,web-244,145,290,web-379,Silver,TRUE
100000171,6539,505771,Washing Machine,Electronics,4,610.94,5/30/2024 2:24,110,chicagoil.com,Online,web-223,146,192,web-431,Silver,FALSE
100000172,1344,505124,Laptop,Electronics,2,1469.46,8/4/2024 19:14,107,chicagoil.com,Online,web-80,131,289,web-256,Silver,TRUE
100000173,4770,505888,Camera,Appliances,1,123.31,8/7/2024 17:14,110,chicagoil.com,Online,web-54,135,194,web-264,Gold,FALSE
100000174,4608,505412,Smartphone,Electronics,4,972.19,2/5/2024 11:11,107,chicagoil.com,Online,web-477,106,167,web-470,Silver,TRUE
100000175,1117,505273,Smartphone,Appliances,1,1430.72,2/3/2024 13:45,111,losangelesca.com,Online,web-479,111,150,web-482,Silver,TRUE
100000176,2163,505458,Headphones,Electronics,5,1469.45,7/24/2024 7:39,110,miamifl.com,Online,web-463,134,277,web-190,Platinum,TRUE
100000177,1964,505731,Laptop,Appliances,3,307.94,5/9/2024 11:59,120,chicagoil.com,Online,web-215,66,171,web-253,Gold,TRUE
100000178,4750,505941,Washing Machine,Electronics,2,1017.32,4/12/2024 13:50,115,losangelesca.com,Online,web-491,95,165,web-110,Gold,FALSE
100000179,2104,505922,Camera,Electronics,5,86.08,1/19/2024 12:48,117,losangelesca.com,Online,web-146,51,237,web-380,Platinum,TRUE
100000180,1514,505552,Camera,Appliances,1,1313.61,1/1/2024 08:40,116,miamifl.com,Online,web-287,87,146,web-364,Silver,FALSE
100000181,6413,505738,TV,Appliances,2,896.94,9/13/2024 0:34,106,chicagoil.com,Online,web-125,55,123,web-323,Platinum,FALSE
100000182,2160,505249,Fridge,Appliances,4,1573.93,5/10/2024 14:05,120,chicagoil.com,Online,web-376,72,161,web-468,Gold,TRUE
100000183,9423,505551,Fridge,Electronics,5,765.31,5/21/2024 4:08,113,chicagoil.com,Online,web-130,92,233,web-117,Bronze,TRUE
100000184,4899,505145,Fridge,Electronics,1,375.66,6/27/2024 20:13,112,miamifl.com,Online,web-338,138,262,web-478,Silver,FALSE
100000185,5562,505937,Headphones,Appliances,4,934.21,2/27/2024 14:54,116,losangelesca.com,Online,web-69,145,101,web-412,Silver,FALSE
100000186,8953,505339,Camera,Appliances,2,318.55,2/6/2024 20:13,104,miamifl.com,Online,web-232,118,130,web-319,Bronze,FALSE
100000187,4510,505304,Laptop,Electronics,1,1159.89,8/21/2024 11:45,111,losangelesca.com,Online,web-356,133,130,web-445,Bronze,TRUE
100000188,9834,505801,Laptop,Electronics,2,54.72,1/21/2024 1:56,113,chicagoil.com,Online,web-449,128,180,web-403,Platinum,FALSE
100000189,3167,505482,Smartphone,Electronics,1,1855.6,8/8/2024 20:50,110,newyorkny.com,Online,web-427,144,265,web-165,Gold,FALSE
100000190,8744,505259,Smartphone,Electronics,2,1669.29,3/13/2024 10:32,108,losangelesca.com,Online,web-456,114,186,web-262,Silver,TRUE
100000191,4981,505875,Camera,Electronics,4,76.9,5/7/2024 20:35,117,losangelesca.com,Online,web-296,120,222,web-492,Bronze,FALSE
100000192,8749,505845,Fridge,Electronics,5,128.02,4/21/2024 4:50,102,dallastx.com,Online,web-232,58,203,web-217,Silver,TRUE
100000193,7669,505973,Fridge,Electronics,3,1427.85,8/25/2024 23:31,106,losangelesca.com,Online,web-127,53,254,web-220,Platinum,TRUE
