transaction_id,customer_id,product_id,product_name,category,quantity_sold,unit_price,day,month,year,store,store_location,category,supplier_id,customer_level,promotion_applied
100000021,4611,505666,Headphones,Electronics,4,160.4,18,5,2024,losangelesca.com,Online,web-44,web-360,Silver,FALSE
100000022,8359,505623,Smartphone,Electronics,4,781.98,6,2,2024,dallastx.com,Online,web-270,web-346,Gold,FALSE
100000023,5557,505669,TV,Appliances,5,565.22,3,3,2024,chicagoil.com,Online,web-332,web-257,Bronze,FALSE
100000024,1106,505684,Headphones,Electronics,5,1503.41,30,1,2024,chicagoil.com,Online,web-154,web-466,Gold,FALSE
100000025,3615,505685,Smartphone,Electronics,4,466.9,3,8,2024,dallastx.com,Online,web-127,web-400,Gold,TRUE
100000026,7924,505258,Camera,Electronics,1,1376.02,17,7,2024,dallastx.com,Online,web-214,web-434,Platinum,TRUE
100000027,6574,505196,TV,Appliances,4,673.75,15,4,2024,dallastx.com,Online,web-334,web-110,Gold,TRUE
100000028,5552,505138,Smartphone,Appliances,2,1880.99,27,7,2024,miamifl.com,Online,web-411,web-113,Gold,TRUE
100000029,3547,505571,TV,Electronics,3,1839.91,15,7,2024,miamifl.com,Online,web-442,web-243,Bronze,TRUE
100000030,4527,505464,Laptop,Electronics,2,1187.87,6,2,2024,newyorkny.com,Online,web-220,web-231,Bronze,TRUE
100000031,6514,505259,Smartphone,Electronics,1,672.67,31,7,2024,chicagoil.com,Online,web-27,web-399,Platinum,FALSE
100000032,2674,505241,Headphones,Electronics,2,947.46,13,6,2024,chicagoil.com,Online,web-340,web-135,Gold,TRUE
100000033,2519,505371,Tablet,Appliances,3,1166.71,2,5,2024,newyorkny.com,Online,web-92,web-127,Silver,FALSE
100000034,7224,505475,Laptop,Electronics,3,1483.91,8,5,2024,losangelesca.com,Online,web-346,web-436,Gold,TRUE
100000035,2584,505696,Smartphone,Electronics,3,1529.02,14,2,2024,newyorkny.com,Online,web-8,web-498,Bronze,FALSE
100000036,6881,505355,Fridge,Electronics,1,1868.19,28,8,2024,newyorkny.com,Online,web-322,web-470,Bronze,FALSE
100000037,6635,505338,Tablet,Electronics,5,1292.59,21,4,2024,newyorkny.com,Online,web-309,web-131,Bronze,TRUE
100000038,5333,505362,Camera,Appliances,1,1086.46,30,3,2024,newyorkny.com,Online,web-470,web-324,Platinum,FALSE
100000039,1711,505930,TV,Appliances,5,897.72,28,1,2024,newyorkny.com,Online,web-101,web-186,Gold,TRUE
100000040,8527,505407,Headphones,Appliances,3,1500.01,25,2,2024,dallastx.com,Online,web-44,web-457,Gold,FALSE
100000041,9785,505194,Washing Machine,Electronics,5,635.67,1,6,2024,miamifl.com,Online,web-113,web-198,Bronze,FALSE
100000042,3045,505684,TV,Appliances,3,1451.08,13,2,2024,newyorkny.com,Online,web-241,web-452,Gold,FALSE
100000043,7201,505509,Camera,Electronics,5,1182.44,11,4,2024,losangelesca.com,Online,web-466,web-136,Silver,FALSE
100000044,2291,505682,Camera,Electronics,1,887.89,27,6,2024,losangelesca.com,Online,web-283,web-474,Gold,FALSE
100000045,5803,505322,Smartphone,Electronics,3,807.27,6,3,2024,miamifl.com,Online,web-276,web-250,Platinum,TRUE
100000046,6925,505851,Fridge,Appliances,2,289.96,26,4,2024,newyorkny.com,Online,web-24,web-391,Bronze,FALSE
100000047,4150,505179,Tablet,Electronics,4,508.35,6,8,2024,losangelesca.com,Online,web-374,web-188,Gold,TRUE
100000048,2139,505840,Tablet,Electronics,5,1768.16,6,9,2024,losangelesca.com,Online,web-81,web-115,Bronze,FALSE
100000049,1750,505432,Smartphone,Electronics,2,1441.29,21,6,2024,dallastx.com,Online,web-350,web-245,Silver,TRUE
100000050,4733,505911,Smartphone,Appliances,3,1015.05,23,7,2024,dallastx.com,Online,web-465,web-391,Platinum,TRUE
100000051,5741,505594,TV,Appliances,3,1273.04,21,1,2024,chicagoil.com,Online,web-34,web-407,Platinum,FALSE
100000052,2307,505277,TV,Electronics,5,1141.15,21,7,2024,losangelesca.com,Online,web-16,web-206,Bronze,TRUE
100000053,4814,505599,Fridge,Appliances,4,822.18,25,5,2024,chicagoil.com,Online,web-297,web-108,Bronze,FALSE
100000054,2654,505945,Camera,Appliances,4,1911.95,3,4,2024,miamifl.com,Online,web-123,web-465,Gold,TRUE
100000055,7227,505806,Camera,Electronics,3,779.8,17,3,2024,dallastx.com,Online,web-476,web-312,Silver,FALSE
100000056,5554,505819,Fridge,Electronics,4,963.98,21,5,2024,newyorkny.com,Online,web-212,web-248,Silver,TRUE
100000057,8428,505690,TV,Appliances,2,1555.39,20,5,2024,losangelesca.com,Online,web-248,web-128,Platinum,FALSE
100000058,6977,505939,Laptop,Appliances,1,1942.61,22,5,2024,miamifl.com,Online,web-371,web-235,Silver,TRUE
100000059,3664,505197,TV,Electronics,2,1987.95,13,7,2024,miamifl.com,Online,web-499,web-143,Silver,FALSE
100000060,7065,505709,Headphones,Appliances,1,1403.43,8,7,2024,newyorkny.com,Online,web-370,web-166,Silver,TRUE
100000061,6820,505757,Smartphone,Electronics,4,1702.75,23,2,2024,newyorkny.com,Online,web-477,web-137,Bronze,FALSE
100000062,4432,505407,Camera,Electronics,3,1612.51,23,5,2024,newyorkny.com,Online,web-211,web-130,Silver,TRUE
100000063,5374,505138,TV,Electronics,2,222.97,18,7,2024,miamifl.com,Online,web-255,web-334,Silver,TRUE
100000064,2169,505848,Laptop,Electronics,2,567.45,9,8,2024,chicagoil.com,Online,web-481,web-120,Bronze,FALSE
100000065,3803,505927,Headphones,Appliances,3,1718.3,29,3,2024,newyorkny.com,Online,web-234,web-443,Bronze,TRUE
100000066,9751,505690,Smartphone,Appliances,5,1621.14,13,5,2024,chicagoil.com,Online,web-400,web-240,Platinum,FALSE
100000067,5010,505490,Washing Machine,Electronics,1,245.51,1,4,2024,losangelesca.com,Online,web-237,web-450,Gold,FALSE
100000068,3677,505180,TV,Appliances,3,411.94,22,6,2024,chicagoil.com,Online,web-232,web-205,Bronze,TRUE
100000069,8573,505898,Tablet,Electronics,2,99.79,12,6,2024,miamifl.com,Online,web-122,web-138,Bronze,FALSE
100000070,7216,505157,Washing Machine,Electronics,4,751.77,18,3,2024,newyorkny.com,Online,web-436,web-114,Platinum,FALSE
100000071,5422,505889,Tablet,Appliances,1,1003.29,23,3,2024,losangelesca.com,Online,web-213,web-278,Gold,TRUE
100000072,4598,505442,Smartphone,Electronics,3,473.18,18,3,2024,miamifl.com,Online,web-175,web-289,Silver,FALSE
100000073,6313,505456,Fridge,Electronics,1,1708.1,12,5,2024,miamifl.com,Online,web-391,web-104,Silver,TRUE
100000074,1916,505936,Camera,Appliances,3,330.13,13,9,2024,newyorkny.com,Online,web-488,web-211,Platinum,TRUE
100000075,4752,505544,Washing Machine,Electronics,5,1427.61,8,1,2024,losangelesca.com,Online,web-233,web-145,Silver,TRUE
100000076,1525,505526,Washing Machine,Electronics,5,1412.28,17,1,2024,chicagoil.com,Online,web-193,web-286,Gold,TRUE
100000077,6168,505988,Smartphone,Electronics,2,464.77,11,3,2024,dallastx.com,Online,web-159,web-472,Silver,TRUE
100000078,7572,505223,Camera,Appliances,2,1381.09,4,6,2024,miamifl.com,Online,web-182,web-367,Silver,TRUE
100000079,5386,505990,Camera,Electronics,2,460.15,20,5,2024,newyorkny.com,Online,web-178,web-362,Silver,TRUE
100000080,2084,505888,Washing Machine,Electronics,4,1996.67,20,6,2024,chicagoil.com,Online,web-152,web-333,Platinum,FALSE
100000081,4456,505332,Washing Machine,Appliances,1,839.5,4,5,2024,chicagoil.com,Online,web-169,web-381,Platinum,TRUE
100000082,6155,505865,Washing Machine,Appliances,3,555.2,29,1,2024,miamifl.com,Online,web-316,web-262,Bronze,TRUE
100000083,4483,505768,Headphones,Electronics,3,412.78,29,1,2024,miamifl.com,Online,web-453,web-119,Silver,FALSE
100000084,9179,505969,Fridge,Electronics,3,1143.31,5,9,2024,chicagoil.com,Online,web-29,web-298,Gold,TRUE
100000085,7482,505716,Laptop,Electronics,2,310.07,24,6,2024,chicagoil.com,Online,web-106,web-312,Platinum,TRUE
100000086,8517,505111,TV,Electronics,1,518.14,18,1,2024,dallastx.com,Online,web-128,web-107,Platinum,FALSE
100000087,3340,505749,TV,Electronics,4,369.54,8,4,2024,chicagoil.com,Online,web-460,web-494,Silver,FALSE
100000088,5339,505896,TV,Appliances,5,819.83,7,3,2024,chicagoil.com,Online,web-492,web-320,Gold,TRUE
100000089,3287,505747,Washing Machine,Electronics,4,1617.59,31,5,2024,dallastx.com,Online,web-258,web-327,Gold,TRUE
100000090,5040,505491,TV,Electronics,2,1930.09,16,9,2024,newyorkny.com,Online,web-56,web-283,Silver,FALSE
100000091,9830,505155,Fridge,Appliances,4,783.32,7,7,2024,miamifl.com,Online,web-314,web-431,Gold,FALSE
100000092,5304,505412,TV,Electronics,2,1725.96,18,1,2024,chicagoil.com,Online,web-169,web-159,Platinum,TRUE
100000093,8019,505636,Headphones,Electronics,1,1322.84,23,4,2024,newyorkny.com,Online,web-412,web-236,Silver,TRUE
100000094,7543,505142,Fridge,Electronics,1,553.66,17,3,2024,newyorkny.com,Online,web-440,web-159,Silver,TRUE
100000095,6930,505426,Fridge,Electronics,1,906.63,18,3,2024,dallastx.com,Online,web-356,web-235,Silver,FALSE
100000096,4593,505652,Smartphone,Electronics,5,1840.97,26,2,2024,dallastx.com,Online,web-128,web-367,Platinum,FALSE
100000097,3266,505678,Camera,Appliances,1,1262.8,5,9,2024,chicagoil.com,Online,web-103,web-216,Gold,TRUE
100000098,9348,505253,Headphones,Appliances,4,1432.76,23,2,2024,dallastx.com,Online,web-183,web-276,Platinum,FALSE
100000099,9085,505434,Tablet,Appliances,5,486.48,19,3,2024,chicagoil.com,Online,web-395,web-136,Silver,FALSE
100000100,2489,505614,Smartphone,Appliances,3,1093.09,7,8,2024,losangelesca.com,Online,web-378,web-270,Silver,FALSE
100000101,1771,505814,Tablet,Appliances,2,709.39,3,1,2024,dallastx.com,Online,web-369,web-306,Silver,TRUE
100000102,2796,505326,Headphones,Electronics,2,324.35,12,2,2024,dallastx.com,Online,web-56,web-110,Silver,TRUE
100000103,3504,505256,Washing Machine,Appliances,1,316.49,24,8,2024,newyorkny.com,Online,web-55,web-390,Gold,FALSE
100000104,3621,505151,Camera,Appliances,1,1387.72,26,2,2024,losangelesca.com,Online,web-461,web-279,Silver,FALSE
100000105,7916,505789,TV,Appliances,3,92.3,7,9,2024,miamifl.com,Online,web-25,web-161,Silver,TRUE
100000106,2040,505849,Laptop,Appliances,5,233.15,24,3,2024,chicagoil.com,Online,web-71,web-236,Platinum,FALSE
100000107,7304,505502,Washing Machine,Appliances,4,1393.04,25,2,2024,miamifl.com,Online,web-195,web-468,Bronze,TRUE
100000108,7252,505556,Camera,Electronics,1,50.26,5,4,2024,miamifl.com,Online,web-319,web-167,Silver,FALSE
100000109,8668,505870,Fridge,Appliances,5,875.4,1,2,2024,chicagoil.com,Online,web-104,web-334,Silver,FALSE
100000110,9669,505709,Washing Machine,Appliances,3,418.35,13,5,2024,dallastx.com,Online,web-293,web-342,Silver,TRUE
100000111,5119,505689,Washing Machine,Electronics,3,1534.23,14,5,2024,losangelesca.com,Online,web-161,web-126,Silver,TRUE
100000112,1188,505616,Fridge,Electronics,2,391.62,8,7,2024,losangelesca.com,Online,web-190,web-450,Platinum,FALSE
100000113,2876,505192,Fridge,Appliances,2,593.86,17,7,2024,miamifl.com,Online,web-105,web-179,Gold,TRUE
100000114,9797,505327,Camera,Electronics,3,319.69,28,5,2024,chicagoil.com,Online,web-120,web-133,Platinum,FALSE
100000115,5371,505542,Washing Machine,Appliances,3,1924.98,1,1,2024,newyorkny.com,Online,web-421,web-275,Bronze,TRUE
100000116,6573,505396,Camera,Appliances,2,1014.56,23,2,2024,losangelesca.com,Online,web-25,web-498,Platinum,FALSE
100000117,2827,505905,Headphones,Electronics,4,187.67,2,1,2024,losangelesca.com,Online,web-275,web-217,Gold,TRUE
100000118,5808,505503,Fridge,Appliances,5,1202.43,1,4,2024,chicagoil.com,Online,web-316,web-376,Silver,TRUE
100000119,8123,505251,Laptop,Electronics,4,341.23,29,2,2024,miamifl.com,Online,web-374,web-298,Gold,TRUE
100000120,3591,505235,Smartphone,Appliances,3,1235.81,6,7,2024,dallastx.com,Online,web-384,web-158,Gold,TRUE
100000121,8433,505444,Washing Machine,Appliances,3,1609.41,16,7,2024,dallastx.com,Online,web-69,web-153,Bronze,FALSE
100000122,1053,505184,TV,Electronics,4,992.38,11,2,2024,chicagoil.com,Online,web-98,web-271,Platinum,TRUE
100000123,5315,505587,Headphones,Electronics,1,1648.76,20,6,2024,chicagoil.com,Online,web-353,web-162,Silver,FALSE
100000124,9201,505685,Tablet,Appliances,1,1730.93,6,1,2024,newyorkny.com,Online,web-127,web-160,Bronze,FALSE
100000125,3927,505863,Camera,Appliances,4,690.1,9,3,2024,newyorkny.com,Online,web-96,web-140,Bronze,TRUE
100000126,9317,505150,Tablet,Electronics,2,574.02,23,3,2024,newyorkny.com,Online,web-334,web-463,Bronze,FALSE
100000127,2743,505661,Headphones,Appliances,2,717.09,12,8,2024,losangelesca.com,Online,web-484,web-322,Silver,TRUE
100000128,5889,505508,Tablet,Electronics,1,1798.56,22,8,2024,losangelesca.com,Online,web-449,web-189,Gold,TRUE
100000129,9317,505368,Headphones,Appliances,5,162.28,24,4,2024,miamifl.com,Online,web-42,web-471,Silver,TRUE
100000130,4258,505187,TV,Electronics,4,1855.66,14,6,2024,newyorkny.com,Online,web-105,web-341,Gold,TRUE
100000131,3504,505508,Tablet,Appliances,3,681.03,12,2,2024,chicagoil.com,Online,web-186,web-149,Bronze,TRUE
100000132,7126,505613,Tablet,Appliances,2,1158.37,15,4,2024,chicagoil.com,Online,web-347,web-231,Silver,FALSE
100000133,3646,505544,Tablet,Appliances,2,1238.24,21,3,2024,dallastx.com,Online,web-381,web-206,Platinum,FALSE
100000134,9837,505892,Camera,Appliances,4,185.41,11,6,2024,dallastx.com,Online,web-35,web-484,Silver,FALSE
100000135,9689,505814,Laptop,Appliances,4,1124.67,15,9,2024,chicagoil.com,Online,web-159,web-289,Gold,FALSE
100000136,1009,505233,TV,Appliances,4,481.22,5,2,2024,newyorkny.com,Online,web-498,web-415,Platinum,TRUE
100000137,6310,505880,Camera,Appliances,2,107.44,14,8,2024,miamifl.com,Online,web-335,web-198,Gold,FALSE
100000138,9005,505238,TV,Appliances,5,1447.41,16,3,2024,chicagoil.com,Online,web-266,web-234,Silver,FALSE
100000139,1319,505592,Camera,Appliances,4,817.03,4,6,2024,miamifl.com,Online,web-161,web-157,Silver,FALSE
100000140,2832,505672,Headphones,Appliances,4,604.47,20,2,2024,losangelesca.com,Online,web-172,web-118,Silver,FALSE
100000141,6947,505302,Headphones,Appliances,3,529.42,18,7,2024,chicagoil.com,Online,web-382,web-301,Silver,TRUE
100000142,6038,505599,Headphones,Appliances,4,1363.2,30,4,2024,miamifl.com,Online,web-402,web-153,Bronze,FALSE
100000143,4923,505504,TV,Electronics,2,409.39,20,3,2024,miamifl.com,Online,web-14,web-431,Silver,FALSE
100000144,1949,505767,Smartphone,Electronics,2,1528.82,31,8,2024,miamifl.com,Online,web-237,web-315,Platinum,TRUE
100000145,4946,505685,Headphones,Electronics,4,1986.15,10,1,2024,miamifl.com,Online,web-11,web-266,Gold,TRUE
100000146,2290,505300,Laptop,Electronics,1,1463.18,9,1,2024,chicagoil.com,Online,web-73,web-105,Bronze,TRUE
100000147,2403,505674,Headphones,Electronics,1,343.57,3,7,2024,newyorkny.com,Online,web-192,web-423,Bronze,TRUE
100000148,8962,505730,Headphones,Electronics,3,300.15,24,7,2024,newyorkny.com,Online,web-128,web-230,Silver,TRUE
100000149,2133,505853,Camera,Appliances,1,926.33,22,7,2024,miamifl.com,Online,web-8,web-457,Silver,TRUE
100000150,9727,505636,Fridge,Appliances,1,960.38,21,4,2024,losangelesca.com,Online,web-221,web-355,Platinum,TRUE
100000151,3060,505352,Fridge,Appliances,3,447.32,20,1,2024,miamifl.com,Online,web-70,web-195,Platinum,FALSE
100000152,3103,505348,Laptop,Appliances,2,197.09,27,3,2024,chicagoil.com,Online,web-409,web-262,Platinum,FALSE
100000153,8787,505173,Washing Machine,Appliances,4,1779.07,28,2,2024,dallastx.com,Online,web-407,web-278,Gold,TRUE
100000154,3705,505372,Smartphone,Electronics,5,1037.15,13,3,2024,losangelesca.com,Online,web-216,web-210,Bronze,TRUE
100000155,5342,505895,Fridge,Appliances,1,1922.18,15,6,2024,miamifl.com,Online,web-7,web-162,Gold,TRUE
100000156,9645,505540,TV,Electronics,1,1912.14,9,4,2024,chicagoil.com,Online,web-197,web-457,Gold,TRUE
100000157,7932,505431,TV,Appliances,3,833.53,9,5,2024,chicagoil.com,Online,web-225,web-118,Gold,FALSE
100000158,4470,505801,TV,Electronics,3,632.54,31,1,2024,miamifl.com,Online,web-144,web-354,Gold,TRUE
100000159,9835,505689,Washing Machine,Appliances,5,982.38,20,8,2024,losangelesca.com,Online,web-367,web-202,Gold,FALSE
100000160,4295,505191,TV,Appliances,1,1854.75,7,9,2024,dallastx.com,Online,web-54,web-355,Gold,TRUE
100000161,6107,505215,Washing Machine,Appliances,1,913.75,31,7,2024,dallastx.com,Online,web-163,web-138,Gold,TRUE
100000162,7537,505787,Washing Machine,Electronics,1,454.3,25,7,2024,chicagoil.com,Online,web-323,web-195,Gold,FALSE
100000163,7118,505523,Camera,Electronics,2,754.94,18,1,2024,losangelesca.com,Online,web-63,web-174,Silver,FALSE
100000164,8177,505533,Tablet,Electronics,4,514.18,26,5,2024,losangelesca.com,Online,web-382,web-103,Platinum,FALSE
100000165,9479,505474,Camera,Appliances,2,1605.26,27,6,2024,chicagoil.com,Online,web-422,web-324,Silver,TRUE
100000166,8397,505456,TV,Electronics,2,703.36,5,1,2024,newyorkny.com,Online,web-152,web-174,Platinum,TRUE
100000167,2982,505295,Fridge,Appliances,1,660.72,21,1,2024,dallastx.com,Online,web-156,web-264,Silver,TRUE
100000168,5061,505428,Fridge,Appliances,3,1266.61,12,6,2024,chicagoil.com,Online,web-417,web-475,Platinum,TRUE
100000169,4681,505452,TV,Electronics,2,1602.49,4,5,2024,dallastx.com,Online,web-259,web-116,Silver,TRUE
100000170,2049,505708,Washing Machine,Appliances,3,313.78,16,8,2024,dallastx.com,Online,web-244,web-379,Silver,TRUE
100000171,6539,505771,Washing Machine,Electronics,4,610.94,30,5,2024,chicagoil.com,Online,web-223,web-431,Silver,FALSE
100000172,1344,505124,Laptop,Electronics,2,1469.46,4,8,2024,chicagoil.com,Online,web-80,web-256,Silver,TRUE
100000173,4770,505888,Camera,Appliances,1,123.31,7,8,2024,chicagoil.com,Online,web-54,web-264,Gold,FALSE
100000174,4608,505412,Smartphone,Electronics,4,972.19,5,2,2024,chicagoil.com,Online,web-477,web-470,Silver,TRUE
100000175,1117,505273,Smartphone,Appliances,1,1430.72,3,2,2024,losangelesca.com,Online,web-479,web-482,Silver,TRUE
100000176,2163,505458,Headphones,Electronics,5,1469.45,24,7,2024,miamifl.com,Online,web-463,web-190,Platinum,TRUE
100000177,1964,505731,Laptop,Appliances,3,307.94,9,5,2024,chicagoil.com,Online,web-215,web-253,Gold,TRUE
100000178,4750,505941,Washing Machine,Electronics,2,1017.32,12,4,2024,losangelesca.com,Online,web-491,web-110,Gold,FALSE
100000179,2104,505922,Camera,Electronics,5,86.08,19,1,2024,losangelesca.com,Online,web-146,web-380,Platinum,TRUE
100000180,1514,505552,Camera,Appliances,1,1313.61,1,1,2024,miamifl.com,Online,web-287,web-364,Silver,FALSE
100000181,6413,505738,TV,Appliances,2,896.94,13,9,2024,chicagoil.com,Online,web-125,web-323,Platinum,FALSE
100000182,2160,505249,Fridge,Appliances,4,1573.93,10,5,2024,chicagoil.com,Online,web-376,web-468,Gold,TRUE
100000183,9423,505551,Fridge,Electronics,5,765.31,21,5,2024,chicagoil.com,Online,web-130,web-117,Bronze,TRUE
100000184,4899,505145,Fridge,Electronics,1,375.66,27,6,2024,miamifl.com,Online,web-338,web-478,Silver,FALSE
100000185,5562,505937,Headphones,Appliances,4,934.21,27,2,2024,losangelesca.com,Online,web-69,web-412,Silver,FALSE
100000186,8953,505339,Camera,Appliances,2,318.55,6,2,2024,miamifl.com,Online,web-232,web-319,Bronze,FALSE
100000187,4510,505304,Laptop,Electronics,1,1159.89,21,8,2024,losangelesca.com,Online,web-356,web-445,Bronze,TRUE
100000188,9834,505801,Laptop,Electronics,2,54.72,21,1,2024,chicagoil.com,Online,web-449,web-403,Platinum,FALSE
100000189,3167,505482,Smartphone,Electronics,1,1855.6,8,8,2024,newyorkny.com,Online,web-427,web-165,Gold,FALSE
100000190,8744,505259,Smartphone,Electronics,2,1669.29,13,3,2024,losangelesca.com,Online,web-456,web-262,Silver,TRUE
100000191,4981,505875,Camera,Electronics,4,76.9,7,5,2024,losangelesca.com,Online,web-296,web-492,Bronze,FALSE
100000192,8749,505845,Fridge,Electronics,5,128.02,21,4,2024,dallastx.com,Online,web-232,web-217,Silver,TRUE
100000193,7669,505973,Fridge,Electronics,3,1427.85,25,8,2024,losangelesca.com,Online,web-127,web-220,Platinum,TRUE
100000194,4119,505187,TV,Appliances,3,422.28,6,7,2024,chicagoil.com,Online,web-27,web-308,Gold,TRUE
100000195,2545,505215,Fridge,Electronics,2,1041.3,17,8,2024,losangelesca.com,Online,web-89,web-119,Gold,FALSE
100000196,2588,505857,Tablet,Appliances,5,1965.12,20,4,2024,losangelesca.com,Online,web-298,web-150,Platinum,FALSE
100000197,8062,505155,Fridge,Appliances,4,1286.87,12,8,2024,newyorkny.com,Online,web-144,web-444,Platinum,TRUE
100000198,6804,505348,TV,Electronics,2,1598.03,1,1,2024,dallastx.com,Online,web-27,web-107,Platinum,TRUE
100000199,7939,505735,Washing Machine,Electronics,1,1890.48,9,2,2024,losangelesca.com,Online,web-223,web-398,Gold,TRUE
100000200,7735,505251,Tablet,Electronics,5,1771.92,24,6,2024,newyorkny.com,Online,web-290,web-476,Platinum,FALSE
100000201,8651,505989,Camera,Appliances,2,1601.15,21,5,2024,losangelesca.com,Online,web-167,web-435,Bronze,TRUE
100000202,1887,505952,Washing Machine,Electronics,5,1894.44,2,6,2024,dallastx.com,Online,web-422,web-413,Gold,FALSE
100000203,2612,505939,Headphones,Appliances,4,1471.41,22,5,2024,chicagoil.com,Online,web-244,web-394,Platinum,FALSE
100000204,1993,505394,Tablet,Appliances,2,601.31,12,9,2024,chicagoil.com,Online,web-470,web-221,Bronze,FALSE
100000205,7596,505114,Smartphone,Appliances,3,923.24,21,7,2024,dallastx.com,Online,web-86,web-500,Platinum,TRUE
100000206,6559,505451,Tablet,Appliances,2,664.37,18,5,2024,miamifl.com,Online,web-176,web-138,Bronze,TRUE
100000207,2790,505810,Smartphone,Appliances,3,997.12,25,5,2024,newyorkny.com,Online,web-85,web-402,Gold,TRUE
100000208,5073,505923,Laptop,Electronics,5,1193.09,16,5,2024,miamifl.com,Online,web-341,web-150,Bronze,TRUE
100000209,4139,505213,Washing Machine,Appliances,3,253.75,19,8,2024,losangelesca.com,Online,web-17,web-495,Silver,FALSE
100000210,4116,505412,Laptop,Appliances,2,1854.36,13,3,2024,miamifl.com,Online,web-80,web-461,Silver,FALSE
100000211,9786,505560,Smartphone,Electronics,2,1962.83,21,7,2024,miamifl.com,Online,web-117,web-237,Silver,TRUE
100000212,8350,505582,TV,Electronics,2,1413.02,2,3,2024,chicagoil.com,Online,web-379,web-495,Silver,TRUE
100000213,3296,505123,Tablet,Electronics,2,1162.93,21,3,2024,losangelesca.com,Online,web-408,web-130,Gold,TRUE
100000214,7912,505439,Fridge,Electronics,2,994.59,7,1,2024,dallastx.com,Online,web-396,web-113,Platinum,TRUE
100000215,4006,505314,Headphones,Appliances,4,1169.92,9,2,2024,miamifl.com,Online,web-490,web-404,Silver,FALSE
100000216,5563,505857,TV,Electronics,2,1106.28,26,1,2024,losangelesca.com,Online,web-184,web-412,Gold,FALSE
100000217,8579,505650,TV,Appliances,5,591.7,10,2,2024,losangelesca.com,Online,web-259,web-449,Gold,FALSE
100000218,5092,505316,Headphones,Electronics,2,1994.65,16,9,2024,newyorkny.com,Online,web-317,web-358,Bronze,FALSE
100000219,2235,505308,Tablet,Appliances,5,1589.71,18,5,2024,dallastx.com,Online,web-105,web-158,Bronze,TRUE
100000220,8260,505659,Washing Machine,Appliances,5,552.49,4,4,2024,chicagoil.com,Online,web-232,web-184,Silver,FALSE
100000221,2604,505635,Laptop,Electronics,5,1832.09,25,4,2024,losangelesca.com,Online,web-236,web-468,Gold,TRUE
100000222,1828,505868,Camera,Electronics,2,1036.87,24,3,2024,losangelesca.com,Online,web-393,web-419,Gold,TRUE
100000223,9856,505364,Laptop,Electronics,1,117.04,16,7,2024,miamifl.com,Online,web-57,web-331,Bronze,TRUE
100000224,1241,505661,Smartphone,Appliances,3,1493.18,10,1,2024,newyorkny.com,Online,web-82,web-462,Bronze,TRUE
100000225,2528,505594,Camera,Electronics,3,1783.05,26,6,2024,chicagoil.com,Online,web-191,web-156,Silver,FALSE
